,index,Stilling id,Stillingsbeskrivelse vasket,Registrert dato,Arbeidssted fylke,Arbeidssted land,Yrke grovgruppe
142,30843,9551674,". JOBB MED DET DU ELSKER.  Norges største sportskjede, G. Sport, søker en dyktig tilkallingshjelp med vinnerinstinkt og hjerte for sport. Som selger av ski og sykler hos G. sport Narvik skal du sørge for at våre kunder får bransjens beste service. Du er en lagspiller som elsker sport og salg, og motiveres av å skape gode resultater. . Du sørger for at kundene våre får en god handleopplevelse, og svært god faglig veiledning. Din avdeling ser til enhver tid ryddig og innbydende ut. Gjennomføring av kampanjer og salgstiltak, du blir aktiv bruker av vårt web. baserte kampanjeverktøy. Du har glødende interesse for ski og sykkel, og ønsker å lære mest mulig om produktenes tekniske egenskaper. . . Enten gjennom egen aktivitet innen en eller flere idrettsgrener, eller fra butikk leverandør. Det er viktig at du kan noe rundt det tekniske innen ski sykkel, og ønsker å tilegne deg mer kunnskap. . . Skape godt arbeidsmiljø ved å være en god kollega og positiv bidragsyter. Som selger skal du aktivt delta for å nå butikkens og avdelingens målsetning. . Hver dag sørger du for at våre kunder får en optimal handleopplevelse i bransjens mest strøkne butikk. Dette oppnår du gjennom god produktkunnskap, positiv innstilling samt at du er ryddig og løsningsorientert. Du elsker å ta kontakt med kundene og guide de til rett utstyr slik at de får en optimal trenings eller turopplevelse.  . Elsker sport og salg. Positiv og blid, og er glad i å møte nye mennesker. Kremmerånd, du liker å tjene penger. Du ønsker å skape gode resultater. Proaktiv med masse energi. Strukturert og ryddig. Høy arbeidskapasitet. . Du har jobbet i butikk tidligere, gjerne innen sportsbransjen. Kunnskap om sykkelmontering. Godt arbeidsmiljø med utpreget vinnerkultur. Utfordrende og varierte arbeidsoppgaver. Gode utviklingsmuligheter hos G. Sport G. MAX, som er Norges største sportskjede. Svært gode kurs gjennom. . Meget god personalkjøpsordning i G. Sport G. MAXG. MAX, Intersport, VIC, Match og Boys of Europe. Trygg arbeidsplass i et stort og spennende konsern. Konkurransedyktige betingelser. Søk på stillingen. ",2017-03-25,Nordland,Norge,Butikk- og salgsarbeid
143,31107,9663014,"Fast stillingVi søker en medarbeider med evne til å jobbe systematisk og effektivt for å bidra til at våre kundeavtaler og salgsmål får riktig fokus ute i butikken. Arbeidsoppgaver:• god besøksplanlegging, gjennomføring av besøk, samt kontinuerlig forbedringsfokus• sikre at distribusjon, varetrykk, planogram og hyllemerking er som avtalt og i henhold til avtale• sørge for optimal rullering av produktene i butikk • ha gode relasjoner til butikkpersonalet og sørge for god informasjonsflyt• foreta avtalte innsalg av aktiviteter og kampanjer. Vi tilbyr. • gode pensjons. og personalforsikringer. • utvikling både faglig og erfaringsmessig. Vi søker personer med. • gode ferdigheter i dataverktøy, herunder bruk av smarttelefon og mailsystem. Dersom du har spørsmål om stillingen, ta kontakt med. (regional salgssjef for region Nord) på mob. Søknadsfrist. Søknad og CV sendes via denne siden. ",2017-11-02,Nordland,Norge,Butikk- og salgsarbeid
144,31119,9681193,". JOBB MED DET DU ELSKER. Norges største sportskjede, G. Sport, søker en dyktig medarbeider med vinnerinstinkt og hjerte for sport. Som selger av ski og sykler i G. SPORT FAUSKE HANDELSPARK skal du sørge for at våre kunder får bransjens beste service. Du er en lagspiller som elsker sport og salg, og motiveres av å skape gode resultater. . Du sørger for at kundene våre får en god handleopplevelse, og svært god faglig veiledning. Din avdeling ser til enhver tid ryddig og innbydende ut. Gjennomføring av kampanjer og salgstiltak, du blir aktiv bruker av vårt web. baserte kampanjeverktøy. Du har glødende interesse for ski og sykkel, og ønsker å lære mest mulig om produktenes tekniske egenskaper. . . Enten gjennom egen aktivitet innen en eller flere idrettsgrener, eller fra butikk leverandør. Det er viktig at du kan noe rundt det tekniske innen ski sykkel, og ønsker å tilegne deg mer kunnskap. . . Skape godt arbeidsmiljø ved å være en god kollega og positiv bidragsyter. Som selger skal du aktivt delta for å nå butikkens og avdelingens målsetning. . Hver dag sørger du for at våre kunder får en optimal handleopplevelse i bransjens mest strøkne butikk. Dette oppnår du gjennom god produktkunnskap, positiv innstilling samt at du er ryddig og løsningsorientert. Du elsker å ta kontakt med kundene og guide de til rett utstyr slik at de får en optimal trenings eller turopplevelse. . Elsker sport og salg. Positiv og blid, og er glad i å møte nye mennesker. Kremmerånd, du liker å tjene penger. Du ønsker å skape gode resultater. Proaktiv med masse energi. Strukturert og ryddig. Høy arbeidskapasitet. . Du har jobbet i butikk tidligere, gjerne innen sportsbransjen. Godt arbeidsmiljø med utpreget vinnerkultur. Utfordrende og varierte arbeidsoppgaver. Gode utviklingsmuligheter hos G. Sport, som er Norges største sportskjede. Svært gode kurs gjennom. . Meget god personalkjøpsordning i G. Sport, Intersport, VIC, Match og Boys of Europe. Resultatbasert bonusordning. Trygg arbeidsplass i et stort og spennende konsern. Konkurransedyktige betingelser. Søk på stillingen. ",2017-12-04,Nordland,Norge,Butikk- og salgsarbeid
145,31221,9558150,"Vi ser etter en person som har lidenskap for salg og som er klar for å være med på utfordingen med å løfte vår butikk i Mo I Rana til det neste nivået. I GameStop vet vi at aktivt salg, der vårt personale er kontaktsøkende ovenfor kundene, gir et godt resultat både med tanke på kundeservice og i salgsresultater. Det er derfor viktig at du er en utadvendt person med mye energi og at du liker å ta kontakt med andre mennesker. Vi ser etter en person som har noen års erfaring med butikksalg, men dette er ikke et krav for å kunne søke. Erfaring fra en arbeidsplass hvor de driver aktivt salg er enda viktigere. Med dette mener vi at du som selger selv oppsøker kunden, og ikke venter til kunden oppsøker deg. Den ledige stillingen i Mo I Rana er en deltidsjobb. Konsernspråket er engelsk og det er derfor viktig at du behersker språket både muntlig og skriftlig. Til denne stillingen kan du selv velge om du vil søke på norsk eller engelsk. Dersom beskrivelsen over føles skreddersydd for deg og du ønsker å komme inn i en av verdens mest veldrevne selskaper, er du velkommen til å levere en søknad på e. mail.  Søknaden merkes «. I Rana» i emnesfeltet. Søknaden må inneholde CV, brev og gjerne et bilde. Søkere må være over 18 år, man må kunne snakke skrive norsk. ",2017-04-05,Nordland,Norge,Butikk- og salgsarbeid
146,31378,9643625,"Arbeidet består av å ekspedere kunder, salg, vareplassering og renhold. Vi søker en medarbeider som kan jobbe hver 2. helg fast, med gode muligheter for mere jobb hvis ønskelig.  ",2017-09-29,Nordland,Norge,Butikk- og salgsarbeid
147,31385,9635435,". er et av landets ledende selskaper innen salgs. og demonstrasjonstjenester. Vi har siden 1994 utført tjenester for oppdragsgivere innen dagligvare og faghandel over hele landet. Vi representerer kjente merkevarer som Polarbrød, L'Oreal, Tulip, Arla,. og SC Johnson m. fl. har nærmere 200 ansatte og omsetning på ca 130 mill. Mersalg søker en salgsfremmer selger som vil jobbe med kjente merkevarer. Har du lyst til å jobbe i et utviklende firma med mange spennende merkvarer. Har du konkurranseinstinkt og liker salg. Da kan dette være noe for deg. Vi søker en salgsfremmer med bosted i Narvik. Stillingsandelen er ca 60. 80. , men en må påregne at arbeidsmengden vil kunne variere etter hvilke oppdrag som skal utføres. Stillingen gir en viss grad av frihet til å legge opp arbeidsdagen selv på dagtid (ikke helg eller kveldstid). Som salgsfremmer vil du få hovedansvaret for flere sentrale varegrupper i både faghandels. og dagligvarebutikker (f. eks. Rema, Extra, Mega, HogM og Vita), hvor du utøver både salg og eksponering. Noen av de oppdragsgiverne du vil kunne jobbe med er L'Oreal, Polarbrød, SC Johnson,. , Ridderheims og Arla. Arbeidsoppgaver .  Totalansvar for egne butikker på dagligvare og faghandel. Innsalg av kampanjer og aktiviteter. Presentasjon og info om produkter og kampanjer. Bestilling og eksponering av varer. Oppfølging av sortiment og etablering av nyheter. Deltagelse på vareplasseringer og nyåpninger av butikker. Ønskede kvalifikasjoner. Erfaring fra dagligvare. eller faghandelsbransjen. Erfaring med salg. Fleksibel, strukturert og løsningsorientert. Representabel. God muntlig framstillingsevne. For rette person tilbyr vi. God opplæring i et selskap i vekst og utvikling. Varierte arbeidsoppgaver for spennende oppdragsgivere. Deltagelse på nasjonale salgsmøter. Konkurransedyktige betingelser (inkl. telefonordning og km. godtgjørelse). Du må disponere egen bil. Stillingen rapporterer til Teamleder og du vil være en del av et større team i Troms Finnmark. Kortfattet CV og søknad sendes SNAREST til. Vi ser fram til å høre fra deg. ",2017-09-14,Nordland,Norge,Butikk- og salgsarbeid
148,31397,9505818,". Fokusert salg med dyktige og motiverte selgere, som yter utmerket service, gir gode resultater. Dette er Glitters oppskrift på suksess. Som butikkleder i Glitter er du ansvarlig for oppnåelse av budsjett, gjennomføring av sentrale og lokale kampanjer, samt daglig drift av butikk og coaching av et team bestående av 4. 5 medarbeidere. Du er engasjert, opptatt av å lykkes og vil være en del av et vinnerteam.  Mote er din lidenskap, kombinert med en drivende og ansvarsfull personlighet. Du er trygg på deg selv og vil satse på egen utvikling og framtid.   . En stor del av jobben er å lede avdelingens selgere og skape et vinner. team som sammen arbeider aktivt for å oppnå avdelingens mål. Du elsker kunder og salg. Du har et stort engasjement og en sterk interesse for mote. Du er en kremmer og har en god forståelse for butikkdrift. Du er en motiverende leder. Du jobber selvstendig. Du arbeider strukturert og målrettet. Du har erfaring fra lignende butikkarbeid. Du har en positiv innstilling. En inspirerende og givende arbeidsplass med hyggelige kollegaer. En selvstendig stilling, med god støtte og oppfølging. God opplæring, utfordringer og fine muligheter for videre utvikling. Gode arbeidsforhold og god personalrabatt. Stillingen er fast og en 80. stilling, med mulighet for 100. i perioder. et må påregnes både dagvakter og kveldsvakter, samt vakt annenhver lørdag. Tiltredelse: Omgående. 2017.  Vi ber om at alle som søker på stillingen benytter det elektroniske søknadsskjemaet tilknyttet denne stillingsannonsen, da vi ikke kan garantere at søknader som eventuelt leveres personlig blir registrert. For spørsmål og nærmere informasjon om stillingen, vennligst ta kontakt med regionsleder .  på telefon.  eller på.  . Søk på stillingen. ",2017-01-02,Nordland,Norge,Butikk- og salgsarbeid
149,32201,9629420,"Stillingen består av skiftarbeid. Natt, kveld og dag. skift. Samt fast turnus på annenhver helg. Vi søker en som er.  Over 18 år. Effektiv. Løsnings orientert. Service innstilt. Fleksibel. Opptatt av renhold og orden. Du må kunne beherske norsk muntlig og norsk skriftlig. Erfaring fra service yrket er en fordel, men ikke et krav. Grundig opplæring vil bli gitt, og lønn etter tariff. Vi kan tilby en hektisk, men gøy arbeids hverdag med utfordringer på løpende bånd :). Spørsmål ang. stillingen kan rettes til. (Butikksjef) eller. ( Ass. butikksjef), tlf. Cv kan sendes til e. post.  eller leveres på stasjonen. ",2017-09-04,Nordland,Norge,Butikk- og salgsarbeid
150,32452,9629222,"Vi søker en ny Nille helt. Vi søker en butikksjef som er god til å lede, motivere og inspirere sine medarbeidere til å skape resultater. Nille fokuserer på en grundig opplæring og fadderordning for å gi våre nyansatte butikksjefer en best mulig start. Vi ønsker at du raskest mulig skal lykkes med å nå dine mål sammen med oss. Vil du bli en del av Nille familien. Vi søker etter deg som. Alltid setter kunden i fokus. Butikksjefens ansvarsområder er. Totalansvar for butikkens drift, utvikling og resultater. Vi tilbyr.  En spennende og selvstendig jobb med faglige og personlig utfordringer. Søknadsfrist:22. september. Oppstart: snarest. Kontakter.  ,. ,. ,. Tlf.  ",2017-09-01,Nordland,Norge,Butikk- og salgsarbeid
151,32533,9615131,"HAR DU ET SERVICE TALENT. 2 GANGS UTLYSNING. Desverre slutter nå et par av våre dyktige medarbeidere, derfor søker vi etter nye servicetalenter på hver av butikkene som kan jobbe annenhver helgt (fre,lør,søn) på ettermiddag kveld, og ekstra ved behov. Du må være over 18 år, snakke godt norsk, være over gjennomsnittelig service innstilt, ha erfaring fra butikkjobb kundebehandling og ha god helse. ",2017-08-03,Nordland,Norge,Butikk- og salgsarbeid
152,32539,9677053,". Som sikkerhetskonsulent hos oss tilbyr vi deg en variert, fleksibel og selvstendig arbeidshverdag med Verisure sitt støtteapparat i ryggen. Vi gir deg den profesjonelle salgsopplæringen du trenger for å lykkes hos oss. Vi har fokus på videreutvikling av våre salgskonsulenter i form av jevnlige salgstreninger, kurs og opplæringsmoduler. Som sikkerhetskonsulent hos vår. , vil du etter opplæring på vårt hovedkontor i Oslo, være spesialist på Verisure alarmsystemer og sikkerhet i hjemmet. Hos oss får du fastlønn , i tillegg til at vi har gode provisjon og bonusmodeller. SPH Alarm AS er vår samarbeidspartner i Nordland basert på Verisure. konseptet. Vi søker både heltids og deltids sikkerhetskonsulenter til våre markedsaktiviteter i Mo i Rana og Mosjøen. Med beliggenhet i nærhet av eksisterende og nye kunder, er vi med på å gi trygghet og ikke minst god service. Som sikkerhetskonsulent hos oss gir du våre nye kunder en profesjonell og god sikkerhetsgjennomgang. Du er den som kartlegger kundens behov og sikrer at disse alltid er godt ivaretatt av oss. Salg gjennomføres via bookede møter, kundeanbefalinger og gjennom oppsøkende salg. Du vil selge Verisure sine alarmløsninger til både bolig. og bedriftsmarkedet. Vi ser etter personer med utholdenhet, vinnerdriv og høy grad av serviceinnstilling. Videre er det viktig at du er ryddig og strukturert i din arbeidsform. SPH Alarm AS søker deg som skaper gode kunderelasjoner , og gjerne har salgserfaring. Stillingen krever tilfredsstillende vandel, da vår virksomhet er regulert i Lov om Vaktvirksomhet. Førerkort klasse B er et krav og du må kunne kommunisere godt på norsk til våre kunder. Alle søkere blir vurdert fortløpende, så send inn søknad og CV allerede i dag. Ta kontakt med daglig leder. på tlf.  eller mail: fredrik. norberg. schulz. verisurepartner. no dersom du har spørsmål. ",2017-11-27,Nordland,Norge,Butikk- og salgsarbeid
